custid,총구매액,구매건수,평균구매가격,구매브랜드종류,내점일수,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,점심_구매건수,주구매코너별여성비율등급,gender,pred_prob
103384,106704,4,26676,3,3,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1,0,0.22497536
100821,2453819,37,66319,24,14,42.9,0.0,7.0,12.0,18.0,0.0,28.0,1,0,0.22447519
103298,620300,12,51692,11,9,33.3,7.0,2.0,3.0,0.0,1.0,5.0,1,0,0.22425298
104066,7140000,26,274615,18,7,28.6,0.0,10.0,16.0,0.0,4.0,17.0,5,0,0.22424248
104586,4774830,74,64525,40,36,36.1,32.0,16.0,15.0,11.0,10.0,56.0,1,0,0.22421947
104098,2032000,21,96762,16,14,71.4,3.0,5.0,7.0,6.0,0.0,18.0,3,0,0.22384171
100429,7167882,49,146283,12,29,20.7,11.0,16.0,8.0,14.0,2.0,46.0,1,0,0.22381113
104885,697000,7,99571,7,3,33.3,5.0,1.0,1.0,0.0,6.0,1.0,1,0,0.22371614
104051,2646900,27,98033,21,15,53.3,8.0,2.0,15.0,2.0,5.0,7.0,3,0,0.22368643
101105,160000,2,80000,2,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0.22357596
101583,530800,6,88467,6,3,66.7,0.0,5.0,0.0,1.0,0.0,4.0,1,0,0.22346295
102812,1420482,16,88780,6,6,33.3,7.0,9.0,0.0,0.0,0.0,8.0,1,0,0.22345439
104758,58000,1,58000,1,1,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.22342224
103902,3674531,31,118533,12,17,11.8,8.0,3.0,18.0,2.0,3.0,25.0,5,0,0.22332272
104870,1209277,32,37790,21,13,23.1,7.0,3.0,6.0,16.0,2.0,21.0,1,0,0.22327025
102275,361000,3,120333,3,2,50.0,0.0,0.0,3.0,0.0,0.0,2.0,3,0,0.22321963
102463,1438776,29,49613,17,13,15.4,4.0,6.0,6.0,13.0,0.0,29.0,1,0,0.22318277
101387,4339808,60,72330,24,34,29.4,17.0,16.0,12.0,15.0,6.0,53.0,1,0,0.22311708
103048,2505000,28,89464,22,20,40.0,6.0,8.0,2.0,12.0,7.0,16.0,1,0,0.22288422
101944,591400,4,147850,3,2,50.0,0.0,0.0,4.0,0.0,1.0,3.0,1,0,0.2227227
104975,274500,3,91500,3,3,66.7,2.0,0.0,0.0,1.0,0.0,0.0,1,0,0.22270983
103844,2578995,211,12223,12,88,42.0,82.0,36.0,31.0,62.0,67.0,106.0,1,0,0.2226384
104301,1813800,11,164891,9,7,28.6,2.0,1.0,3.0,5.0,0.0,9.0,1,0,0.22263013
100469,875000,9,97222,8,3,33.3,0.0,0.0,3.0,6.0,0.0,4.0,5,0,0.2226034
101937,5207029,75,69427,47,20,20.0,20.0,0.0,21.0,34.0,10.0,65.0,1,0,0.22256279
101092,721483,11,65589,8,10,90.0,1.0,2.0,6.0,2.0,0.0,10.0,1,0,0.22252871
100010,2318515,26,89174,10,16,43.8,9.0,3.0,10.0,4.0,3.0,23.0,1,0,0.22249699
103110,2049848,13,157681,6,5,80.0,2.0,2.0,0.0,9.0,1.0,11.0,5,0,0.22194387
104808,1760750,20,88038,17,9,33.3,5.0,2.0,6.0,7.0,1.0,13.0,1,0,0.22154476
103155,5265300,39,135008,23,21,42.9,7.0,2.0,9.0,21.0,0.0,23.0,2,0,0.22118068
102950,3251721,31,104894,20,16,18.8,8.0,17.0,3.0,3.0,7.0,24.0,1,0,0.2209838
103845,2154750,17,126750,10,10,90.0,2.0,0.0,2.0,13.0,0.0,13.0,5,0,0.22091113
102034,3933800,17,231400,14,8,25.0,2.0,9.0,5.0,1.0,1.0,8.0,1,0,0.22090408
100069,1434600,9,159400,8,8,25.0,0.0,1.0,6.0,2.0,1.0,5.0,5,0,0.22089869
100885,11073300,85,130274,57,29,41.4,25.0,10.0,34.0,16.0,6.0,61.0,1,0,0.22034654
101440,1491510,16,93219,11,5,60.0,13.0,1.0,0.0,2.0,5.0,11.0,1,0,0.22022334
102193,9540628,142,67188,55,73,30.1,33.0,36.0,51.0,22.0,58.0,59.0,1,0,0.22011058
101529,5014761,103,48687,35,39,46.2,34.0,20.0,23.0,26.0,5.0,51.0,1,0,0.2200755
103643,2881952,25,115278,19,15,46.7,10.0,0.0,5.0,10.0,6.0,11.0,3,0,0.22006917
101646,1471000,7,210143,4,4,25.0,0.0,2.0,4.0,1.0,0.0,4.0,5,0,0.21977487
102049,407400,11,37036,8,9,22.2,0.0,4.0,2.0,5.0,4.0,5.0,1,0,0.21948239
100782,2503069,57,43913,22,25,24.0,13.0,26.0,10.0,8.0,4.0,37.0,1,0,0.21933502
100667,80000,1,80000,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0.21899462
103719,188949,7,26993,5,6,16.7,0.0,3.0,1.0,3.0,2.0,5.0,1,0,0.21889801
102285,278305,11,25300,4,3,33.3,3.0,0.0,0.0,8.0,0.0,4.0,1,0,0.21888508
100670,9808541,96,102172,57,42,42.9,19.0,33.0,35.0,9.0,46.0,35.0,3,0,0.21876165
101073,1343544,36,37321,19,14,21.4,0.0,2.0,28.0,6.0,8.0,28.0,5,0,0.21846408
103620,16120969,167,96533,49,69,40.6,30.0,58.0,39.0,40.0,5.0,93.0,1,0,0.21837878
100862,1223200,7,174743,5,5,20.0,3.0,1.0,2.0,1.0,0.0,7.0,1,0,0.21837544
100038,3522100,24,146754,19,12,41.7,2.0,13.0,9.0,0.0,4.0,10.0,1,0,0.21833506
102856,2251160,16,140698,9,10,40.0,8.0,2.0,3.0,3.0,3.0,11.0,1,0,0.21831822
103004,222811,4,55703,2,3,33.3,1.0,3.0,0.0,0.0,0.0,1.0,1,0,0.2182754
101987,1136580,14,81184,13,6,83.3,2.0,9.0,0.0,3.0,2.0,7.0,1,0,0.2180362
103706,172000,4,43000,2,3,100.0,0.0,0.0,4.0,0.0,2.0,1.0,1,0,0.21798639
100535,2669300,39,68444,24,18,44.4,17.0,8.0,4.0,10.0,9.0,13.0,1,0,0.21798086
100794,27000,1,27000,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0.21783926
104423,2405454,36,66818,8,26,42.3,21.0,6.0,4.0,5.0,16.0,18.0,1,0,0.21782127
100007,565400,8,70675,5,4,50.0,1.0,0.0,0.0,7.0,1.0,7.0,1,0,0.21781255
101814,558300,9,62033,8,8,37.5,3.0,1.0,1.0,4.0,0.0,1.0,1,0,0.21780455
101029,9436584,51,185031,35,30,26.7,9.0,15.0,15.0,12.0,6.0,24.0,1,0,0.21772854
102480,327455,11,29769,5,6,16.7,1.0,5.0,2.0,3.0,3.0,4.0,1,0,0.2176703
104475,346500,4,86625,4,2,100.0,2.0,0.0,0.0,2.0,0.0,4.0,1,0,0.21764596
100636,5679954,77,73766,37,37,59.5,22.0,17.0,29.0,9.0,10.0,41.0,1,0,0.21764457
102986,2396500,11,217864,11,7,0.0,4.0,1.0,2.0,4.0,4.0,5.0,1,0,0.21758156
100917,743758,7,106251,6,4,75.0,1.0,3.0,0.0,3.0,0.0,7.0,1,0,0.21753962
102938,1862800,39,47764,26,15,0.0,4.0,10.0,24.0,1.0,5.0,28.0,1,0,0.21750703
100234,200000,4,50000,4,4,75.0,0.0,0.0,2.0,2.0,2.0,2.0,3,0,0.21744114
100545,2050390,28,73228,9,15,33.3,7.0,7.0,2.0,12.0,2.0,15.0,1,0,0.21717411
101558,1297932,18,72107,14,10,60.0,4.0,5.0,8.0,1.0,2.0,14.0,1,0,0.21713422
102563,536000,2,268000,2,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,0,0.21712685
102144,750500,10,75050,8,6,66.7,1.0,3.0,6.0,0.0,5.0,4.0,3,0,0.21702413
102970,1209700,12,100808,6,5,80.0,0.0,0.0,6.0,6.0,0.0,10.0,3,0,0.21698987
100526,2838100,23,123396,15,11,18.2,6.0,2.0,9.0,6.0,0.0,21.0,1,0,0.2167236
101914,3367960,43,78325,24,29,17.2,8.0,11.0,13.0,11.0,3.0,40.0,3,0,0.2167151
102655,1092000,16,68250,11,12,16.7,0.0,2.0,3.0,11.0,1.0,13.0,1,0,0.21664287
103995,6044700,49,123361,26,23,39.1,11.0,21.0,6.0,11.0,3.0,38.0,1,0,0.21653157
104612,3529400,19,185758,18,13,30.8,8.0,3.0,3.0,5.0,5.0,10.0,1,0,0.21644488
101780,2729800,33,82721,22,21,71.4,10.0,6.0,9.0,8.0,1.0,22.0,1,0,0.21626884
104276,2770800,51,54329,28,32,34.4,14.0,10.0,8.0,19.0,4.0,35.0,3,0,0.21621096
104997,628700,13,48362,10,7,42.9,0.0,5.0,1.0,7.0,0.0,10.0,1,0,0.21617717
100472,1911578,33,57927,19,17,35.3,4.0,5.0,12.0,12.0,20.0,10.0,1,0,0.21603711
104154,144800,3,48267,3,2,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1,0,0.21592072
103574,1358885,23,59082,16,8,62.5,4.0,8.0,4.0,7.0,2.0,14.0,1,0,0.21587116
101156,2566900,25,102676,14,14,35.7,5.0,7.0,7.0,6.0,2.0,22.0,1,0,0.21568657
103586,3434355,52,66045,29,24,75.0,9.0,17.0,18.0,8.0,10.0,38.0,3,0,0.21559459
101416,2063600,59,34976,38,45,40.0,14.0,21.0,15.0,9.0,6.0,28.0,3,0,0.2155852
104481,9565039,95,100685,56,41,34.1,19.0,23.0,29.0,24.0,41.0,45.0,1,0,0.21507575
100971,549704,10,54970,8,8,37.5,2.0,3.0,4.0,1.0,3.0,5.0,1,0,0.21500681
103705,312800,7,44686,3,5,60.0,0.0,3.0,4.0,0.0,3.0,4.0,3,0,0.21482486
100404,3200670,34,94137,17,26,53.8,2.0,13.0,9.0,10.0,6.0,24.0,1,0,0.2147136
100168,3839614,164,23412,17,114,39.5,44.0,36.0,36.0,48.0,17.0,37.0,1,0,0.21450986
101476,303500,3,101167,3,2,50.0,0.0,0.0,3.0,0.0,0.0,3.0,5,0,0.21447767
100082,2904892,30,96830,9,12,41.7,13.0,1.0,11.0,5.0,16.0,3.0,1,0,0.21441852
101724,811705,19,42721,7,14,14.3,7.0,3.0,6.0,3.0,1.0,16.0,1,0,0.2142967
103859,7140194,45,158671,32,28,46.4,9.0,16.0,19.0,1.0,3.0,32.0,1,0,0.21413484
101519,10512212,90,116802,57,46,30.4,39.0,25.0,20.0,6.0,24.0,41.0,1,0,0.21405244
104044,2261350,31,72947,21,19,26.3,2.0,12.0,5.0,12.0,4.0,16.0,5,0,0.21400735
103144,465300,6,77550,6,4,0.0,0.0,2.0,2.0,2.0,5.0,1.0,3,0,0.21376489
102695,719000,10,71900,10,5,80.0,0.0,1.0,4.0,5.0,0.0,7.0,1,0,0.21374075
104169,442300,9,49144,8,3,33.3,1.0,7.0,1.0,0.0,0.0,9.0,1,0,0.21368814
102760,425200,3,141733,3,2,100.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,0.2136402
100724,848600,11,77145,7,3,33.3,0.0,6.0,0.0,5.0,0.0,1.0,1,0,0.2134677
100152,2014390,28,71942,15,19,5.3,2.0,9.0,9.0,8.0,16.0,11.0,1,0,0.2134324
104288,864850,24,36035,14,10,100.0,12.0,4.0,0.0,8.0,4.0,15.0,1,0,0.21333234
101921,4888553,47,104012,40,34,32.4,21.0,9.0,7.0,10.0,4.0,38.0,5,0,0.21328962
102264,456600,4,114150,4,2,50.0,0.0,2.0,0.0,2.0,1.0,1.0,3,0,0.2132425
100640,3513124,19,184901,17,10,80.0,1.0,3.0,10.0,5.0,1.0,15.0,1,0,0.21297672
103765,3010884,157,19178,27,100,21.0,23.0,39.0,59.0,36.0,13.0,74.0,1,0,0.21294424
100343,445800,8,55725,7,5,60.0,2.0,5.0,1.0,0.0,0.0,3.0,1,0,0.21276255
101046,2634678,23,114551,14,11,45.5,5.0,2.0,4.0,12.0,0.0,23.0,5,0,0.21253137
103880,6431349,49,131252,20,31,12.9,19.0,4.0,14.0,12.0,4.0,39.0,1,0,0.21245097
104759,2275080,30,75836,18,20,30.0,6.0,9.0,8.0,7.0,0.0,25.0,1,0,0.21244358
100855,173957,6,28993,4,2,0.0,5.0,1.0,0.0,0.0,0.0,6.0,1,0,0.21236739
102738,15166144,76,199555,31,36,50.0,11.0,22.0,25.0,18.0,5.0,68.0,1,0,0.21232033
103386,439534,9,48837,7,5,60.0,2.0,2.0,5.0,0.0,2.0,5.0,1,0,0.2121479
100108,2069400,38,54458,24,25,44.0,8.0,6.0,4.0,20.0,3.0,25.0,3,0,0.21197248
102865,3703220,45,82294,27,17,35.3,21.0,12.0,11.0,1.0,8.0,37.0,3,0,0.21192816
103641,1425300,15,95020,14,9,0.0,5.0,9.0,0.0,1.0,6.0,8.0,1,0,0.21190456
104382,2948620,35,84246,24,18,55.6,10.0,5.0,8.0,12.0,6.0,19.0,3,0,0.21179917
101196,945000,11,85909,8,6,0.0,4.0,6.0,0.0,1.0,4.0,7.0,1,0,0.21174785
101477,1947700,22,88532,17,7,57.1,4.0,12.0,2.0,4.0,0.0,15.0,1,0,0.21174008
100546,1580204,29,54490,17,16,50.0,1.0,11.0,8.0,9.0,5.0,14.0,3,0,0.21165596
102509,3879468,32,121233,23,16,37.5,0.0,7.0,18.0,7.0,5.0,27.0,1,0,0.21164028
103115,1688919,19,88890,13,6,16.7,0.0,7.0,0.0,12.0,6.0,13.0,1,0,0.21162567
104811,2616649,70,37381,32,43,39.5,17.0,19.0,18.0,16.0,13.0,47.0,1,0,0.21151187
104781,4030770,35,115165,22,16,37.5,20.0,3.0,9.0,3.0,3.0,27.0,1,0,0.21123984
100839,4379900,37,118376,27,21,33.3,7.0,2.0,16.0,12.0,1.0,20.0,5,0,0.21114127
101125,1679200,8,209900,8,5,60.0,0.0,1.0,1.0,6.0,0.0,6.0,1,0,0.21113236
104710,692400,11,62945,10,8,87.5,2.0,2.0,4.0,3.0,1.0,9.0,3,0,0.21093775
100889,4227235,28,150973,14,19,42.1,6.0,7.0,8.0,7.0,6.0,21.0,1,0,0.2109025
100696,13984900,90,155388,46,33,54.5,33.0,19.0,25.0,13.0,9.0,63.0,1,0,0.21079504
101845,3276600,35,93617,17,10,0.0,6.0,29.0,0.0,0.0,4.0,27.0,1,0,0.21062075
101231,1251600,9,139067,9,7,71.4,0.0,0.0,3.0,6.0,1.0,3.0,5,0,0.2105883
103806,1570000,7,224286,5,4,75.0,2.0,2.0,3.0,0.0,0.0,4.0,1,0,0.21056247
100474,2439527,20,121976,15,12,75.0,0.0,6.0,6.0,8.0,0.0,17.0,1,0,0.21052441
102339,401000,4,100250,3,2,100.0,3.0,0.0,0.0,1.0,0.0,1.0,1,0,0.21042036
104177,2603887,30,86796,14,15,13.3,6.0,7.0,6.0,11.0,4.0,24.0,1,0,0.21036375
103037,615541,8,76943,4,4,75.0,1.0,1.0,0.0,6.0,0.0,6.0,1,0,0.21032009
102586,3520308,94,37450,22,62,37.1,20.0,19.0,23.0,32.0,13.0,69.0,1,0,0.2102663
102798,2109376,35,60268,14,25,12.0,0.0,12.0,14.0,9.0,5.0,30.0,1,0,0.21025333
104552,3324674,51,65190,15,31,54.8,11.0,15.0,13.0,12.0,7.0,20.0,1,0,0.21021795
103211,155600,4,38900,4,4,75.0,0.0,1.0,2.0,1.0,0.0,3.0,5,0,0.21015868
103788,923700,12,76975,12,9,77.8,3.0,0.0,4.0,5.0,0.0,8.0,3,0,0.21011172
103632,10590500,70,151293,46,16,50.0,8.0,20.0,40.0,2.0,0.0,45.0,1,0,0.21006706
100529,900800,9,100089,9,2,0.0,5.0,4.0,0.0,0.0,0.0,7.0,1,0,0.21003361
103257,630569,10,63057,5,6,66.7,0.0,4.0,1.0,5.0,0.0,9.0,1,0,0.20999815
103746,986500,14,70464,10,12,58.3,0.0,2.0,5.0,7.0,0.0,10.0,1,0,0.20991121
103628,12357980,37,333999,23,12,41.7,6.0,17.0,11.0,3.0,0.0,23.0,1,0,0.20977217
103183,2081720,31,67152,16,19,15.8,12.0,9.0,6.0,4.0,3.0,25.0,1,0,0.20960133
101472,476000,4,119000,4,3,33.3,0.0,0.0,4.0,0.0,0.0,1.0,1,0,0.20958614
100507,1844781,25,73791,10,17,17.6,10.0,8.0,4.0,3.0,3.0,19.0,1,0,0.20955667
104285,2773316,57,48655,29,32,31.2,15.0,18.0,12.0,12.0,3.0,31.0,1,0,0.20942226
103447,7424150,55,134985,27,26,30.8,21.0,21.0,13.0,0.0,0.0,26.0,1,0,0.20925753
104159,5437300,28,194189,22,19,57.9,7.0,12.0,9.0,0.0,2.0,12.0,3,0,0.20902118
104829,2002670,9,222519,9,7,71.4,2.0,2.0,4.0,1.0,0.0,3.0,1,0,0.20875512
104929,1253450,24,52227,12,8,50.0,9.0,8.0,7.0,0.0,0.0,19.0,1,0,0.20870471
102788,1066300,13,82023,13,6,33.3,5.0,2.0,3.0,3.0,6.0,1.0,5,0,0.20861803
102281,531490,9,59054,9,6,50.0,3.0,3.0,3.0,0.0,2.0,3.0,1,0,0.20856252
103887,5270860,38,138707,25,15,20.0,6.0,10.0,9.0,13.0,7.0,20.0,1,0,0.20841785
104734,2091033,15,139402,14,9,44.4,3.0,0.0,1.0,11.0,2.0,12.0,1,0,0.20838746
102838,1783084,22,81049,14,8,37.5,1.0,0.0,13.0,8.0,0.0,20.0,5,0,0.20837024
104762,12485204,144,86703,48,48,22.9,32.0,43.0,60.0,9.0,6.0,124.0,1,0,0.20813903
102325,646300,13,49715,9,10,30.0,2.0,7.0,1.0,3.0,2.0,6.0,1,0,0.20812835
101567,3167640,22,143984,20,11,27.3,11.0,1.0,9.0,1.0,8.0,10.0,1,0,0.20807944
101854,4803100,27,177893,23,12,16.7,6.0,7.0,5.0,9.0,3.0,23.0,1,0,0.20806983
100847,231200,4,57800,4,2,50.0,0.0,3.0,1.0,0.0,0.0,3.0,1,0,0.20788433
102446,3692800,33,111903,27,19,31.6,4.0,8.0,11.0,10.0,6.0,12.0,1,0,0.20751299
104471,1463100,8,182888,4,7,14.3,0.0,1.0,2.0,5.0,0.0,6.0,5,0,0.20740758
102892,656000,7,93714,6,5,60.0,3.0,3.0,0.0,1.0,3.0,4.0,5,0,0.20736243
101466,8906054,89,100068,46,42,66.7,20.0,24.0,21.0,24.0,11.0,69.0,1,0,0.20720877
102939,12908417,92,140309,48,34,26.5,37.0,22.0,18.0,15.0,49.0,33.0,1,0,0.20710859
103341,323000,2,161500,2,1,100.0,0.0,2.0,0.0,0.0,0.0,0.0,5,0,0.2070842
104499,5347604,83,64429,45,35,37.1,33.0,18.0,24.0,8.0,12.0,49.0,1,0,0.20707875
102043,11501059,211,54507,60,98,42.9,59.0,60.0,60.0,32.0,6.0,176.0,1,0,0.2070583
103635,2223200,31,71716,20,25,24.0,6.0,12.0,3.0,10.0,5.0,21.0,1,0,0.20701751
101311,5119547,76,67362,37,31,32.3,34.0,11.0,13.0,18.0,11.0,61.0,3,0,0.20697573
104225,112000,2,56000,2,1,100.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,0.20696922
101317,1026434,9,114048,8,5,20.0,4.0,1.0,2.0,2.0,0.0,9.0,5,0,0.2068972
101861,544000,8,68000,7,6,33.3,1.0,2.0,1.0,4.0,3.0,4.0,1,0,0.20687981
100906,730500,17,42971,15,8,0.0,0.0,0.0,1.0,16.0,0.0,17.0,1,0,0.20685524
101731,6638978,55,120709,26,23,52.2,9.0,26.0,10.0,10.0,3.0,33.0,1,0,0.20685229
100491,2667473,8,333434,8,3,66.7,0.0,5.0,3.0,0.0,3.0,5.0,1,0,0.20667778
102012,1057390,10,105739,9,7,42.9,1.0,4.0,2.0,3.0,1.0,6.0,5,0,0.2060808
101810,2256000,18,125333,13,9,11.1,0.0,8.0,10.0,0.0,12.0,6.0,1,0,0.20604314
103610,1076098,9,119566,7,3,66.7,0.0,4.0,5.0,0.0,0.0,4.0,1,0,0.20602751
102470,605300,10,60530,8,8,50.0,2.0,5.0,3.0,0.0,0.0,10.0,5,0,0.20598453
103858,3290350,28,117512,23,18,27.8,12.0,9.0,5.0,2.0,5.0,9.0,3,0,0.20591661
104016,434000,6,72333,5,5,40.0,2.0,3.0,1.0,0.0,0.0,5.0,1,0,0.20568585
103539,792600,9,88067,8,7,28.6,0.0,3.0,4.0,2.0,1.0,5.0,1,0,0.20565693
101905,3159484,34,92926,25,22,27.3,0.0,5.0,6.0,23.0,8.0,25.0,5,0,0.20551853
100036,846500,9,94056,9,2,50.0,0.0,2.0,7.0,0.0,0.0,7.0,1,0,0.20542863
100495,1282800,19,67516,16,9,33.3,5.0,1.0,4.0,9.0,2.0,11.0,1,0,0.20537879
103262,1170800,13,90062,12,6,66.7,0.0,9.0,4.0,0.0,0.0,7.0,3,0,0.20532495
102151,847000,19,44579,9,9,11.1,1.0,16.0,1.0,1.0,3.0,15.0,1,0,0.20502272
101488,344500,4,86125,2,4,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1,0,0.20495827
101546,2436591,29,84020,8,19,36.8,7.0,0.0,4.0,18.0,1.0,11.0,1,0,0.2048369
100284,244000,5,48800,4,4,50.0,0.0,5.0,0.0,0.0,0.0,3.0,1,0,0.20471314
102200,3984720,53,75183,32,31,45.2,15.0,8.0,7.0,23.0,6.0,38.0,1,0,0.20455728
101088,953409,11,86674,8,7,42.9,0.0,3.0,4.0,4.0,3.0,7.0,1,0,0.20449464
102184,1383114,16,86445,14,12,50.0,4.0,6.0,5.0,1.0,4.0,7.0,1,0,0.20437476
101597,2957500,24,123229,22,13,53.8,6.0,3.0,6.0,9.0,1.0,14.0,3,0,0.20433752
103154,3506300,29,120907,21,14,57.1,5.0,11.0,5.0,8.0,0.0,19.0,1,0,0.20368288
101871,2387700,14,170550,11,9,11.1,7.0,1.0,1.0,5.0,3.0,9.0,5,0,0.20360063
101290,978280,17,57546,8,11,54.5,3.0,3.0,1.0,10.0,2.0,7.0,1,0,0.20336568
104821,3750300,18,208350,12,9,100.0,10.0,0.0,4.0,4.0,0.0,6.0,1,0,0.20334977
101923,1152300,9,128033,8,8,62.5,0.0,4.0,3.0,2.0,0.0,9.0,1,0,0.20333678
100211,1390030,18,77224,15,12,66.7,7.0,1.0,1.0,9.0,0.0,9.0,3,0,0.20324352
104102,12220818,77,158712,53,34,26.5,14.0,23.0,24.0,16.0,14.0,38.0,1,0,0.20320109
101647,1059320,8,132415,8,4,75.0,5.0,2.0,1.0,0.0,0.0,7.0,1,0,0.20303546
101254,2487675,20,124384,11,8,25.0,8.0,6.0,0.0,6.0,0.0,15.0,5,0,0.20293051
102445,1247300,19,65647,12,9,22.2,1.0,1.0,17.0,0.0,1.0,14.0,1,0,0.20292749
103663,461000,7,65857,5,5,60.0,0.0,6.0,1.0,0.0,0.0,3.0,1,0,0.20280126
101694,635300,14,45379,12,7,57.1,4.0,3.0,4.0,3.0,0.0,8.0,1,0,0.20269133
103608,25000,1,25000,1,1,100.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0.2025855
103978,976800,8,122100,8,5,60.0,2.0,2.0,3.0,1.0,0.0,6.0,1,0,0.20247059
100704,378600,5,75720,4,5,20.0,2.0,1.0,0.0,2.0,0.0,3.0,1,0,0.20240441
102030,1270068,13,97698,6,7,42.9,3.0,5.0,4.0,1.0,0.0,11.0,1,0,0.20227239
100446,127500,4,31875,4,4,100.0,0.0,0.0,1.0,3.0,1.0,3.0,1,0,0.20226967
101010,348000,3,116000,3,2,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1,0,0.20207451
100291,12979467,53,244896,34,18,55.6,8.0,10.0,25.0,10.0,4.0,23.0,1,0,0.20204827
101881,2327680,13,179052,9,5,20.0,3.0,7.0,3.0,0.0,0.0,7.0,1,0,0.2019508
101226,444612,10,44461,4,5,100.0,1.0,0.0,2.0,7.0,0.0,6.0,3,0,0.20179223
101949,26000,1,26000,1,1,100.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0.20178661
100417,2430176,33,73642,19,15,20.0,0.0,0.0,14.0,19.0,10.0,23.0,1,0,0.2015342
100537,895822,35,25595,16,24,12.5,7.0,13.0,10.0,5.0,31.0,4.0,1,0,0.20125753
103406,2241800,31,72316,17,16,37.5,13.0,6.0,11.0,1.0,1.0,21.0,5,0,0.20113514
102319,627900,6,104650,5,4,25.0,3.0,3.0,0.0,0.0,0.0,1.0,1,0,0.2011283
103942,1433200,13,110246,10,8,12.5,0.0,1.0,12.0,0.0,2.0,8.0,5,0,0.20072089
100440,498100,10,49810,8,6,33.3,5.0,2.0,1.0,2.0,0.0,7.0,1,0,0.20037594
101610,942080,26,36234,11,12,58.3,2.0,0.0,9.0,15.0,0.0,17.0,1,0,0.20022452
103438,397600,8,49700,7,4,50.0,0.0,3.0,0.0,5.0,0.0,7.0,1,0,0.2001716
104860,144000,1,144000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.20014851
102412,1136100,12,94675,11,5,20.0,0.0,2.0,4.0,6.0,3.0,9.0,1,0,0.20011894
101660,413240,15,27549,12,12,0.0,6.0,5.0,1.0,3.0,2.0,12.0,1,0,0.20000967
101939,1768044,90,19645,20,56,19.6,13.0,18.0,19.0,40.0,26.0,52.0,1,0,0.19992551
103546,23701985,77,307818,40,49,18.4,16.0,17.0,27.0,17.0,2.0,48.0,1,0,0.19984114
103799,2237362,21,106541,15,13,46.2,7.0,0.0,4.0,10.0,6.0,11.0,1,0,0.19979784
100916,679310,19,35753,12,11,27.3,10.0,3.0,0.0,6.0,6.0,11.0,1,0,0.19976448
103967,292000,3,97333,3,3,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1,0,0.19949192
100962,666000,9,74000,8,6,33.3,3.0,3.0,0.0,3.0,0.0,5.0,1,0,0.19948354
102983,1064700,15,70980,7,13,38.5,6.0,2.0,4.0,3.0,1.0,7.0,5,0,0.19921823
103704,49000,1,49000,1,1,100.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0.19913006
102188,757000,4,189250,4,3,66.7,3.0,1.0,0.0,0.0,0.0,3.0,5,0,0.19900894
104108,37055924,221,167674,59,93,20.4,73.0,56.0,61.0,31.0,6.0,194.0,1,0,0.19892973
102161,766000,14,54714,8,7,42.9,2.0,7.0,4.0,1.0,1.0,6.0,1,0,0.19867913
104318,4966860,70,70955,34,22,27.3,19.0,14.0,19.0,18.0,2.0,52.0,1,0,0.19814305
103863,4014700,25,160588,16,15,33.3,7.0,15.0,3.0,0.0,8.0,9.0,3,0,0.19801426
103133,5408339,57,94883,30,32,37.5,11.0,12.0,16.0,18.0,2.0,42.0,1,0,0.19795465
101721,694400,6,115733,5,3,33.3,4.0,2.0,0.0,0.0,0.0,2.0,1,0,0.19793405
102216,1648954,12,137413,11,5,20.0,5.0,3.0,0.0,4.0,0.0,5.0,1,0,0.19781645
101005,4393900,25,175756,16,8,37.5,0.0,0.0,17.0,8.0,3.0,22.0,1,0,0.19765465
100232,2460100,23,106961,16,7,57.1,10.0,4.0,5.0,4.0,0.0,21.0,3,0,0.1975983
103331,1170200,13,90015,11,6,66.7,5.0,1.0,6.0,1.0,2.0,6.0,1,0,0.1975896
101608,316000,4,79000,4,3,100.0,1.0,1.0,2.0,0.0,0.0,4.0,1,0,0.1975471
103870,1859242,34,54684,12,12,66.7,4.0,0.0,2.0,28.0,1.0,23.0,1,0,0.19753256
102649,2757200,27,102119,18,18,16.7,5.0,8.0,5.0,9.0,0.0,25.0,1,0,0.19750533
102508,2314250,22,105193,16,10,70.0,6.0,9.0,2.0,5.0,2.0,18.0,1,0,0.19736926
103830,663000,5,132600,5,4,50.0,0.0,0.0,5.0,0.0,0.0,3.0,1,0,0.19732404
